,df_index,facility_title,address,google_latitude,google_longitude,yandex_latitude,yandex_longitude,distance_km,yandex_address,yandex_precision,facility_type
625,564,Загорновский ФАП,"ул. Космонавтов, 74, 222648, д. Загорнае, Клецкий р-н, Минская обл.",53.0006563,26.7888887,53.005455,26.797787,0.7995285331402194,"Беларусь, Минская область, Клецкий район, Краснозвёздовский сельсовет, деревня Загорное, улица Космонавтов, 74",exact,
626,1115,Морозовичский ФАП,"247351, д. Морозовичи, Буда-Кошелевский р-н, Гомельская обл.",52.6714249,30.5316439,52.670889,30.542854,0.7582126361358486,"Беларусь, Гомельская область, Буда-Кошелёвский район, деревня Морозовичи",other,
627,1118,Морохоровский ФАП,"247963, д. Морохорово, Житковичский р-н, Гомельская обл.",52.3130308,27.9945805,52.311435,27.995421,0.18641708722518419,"Беларусь, Гомельская область, Житковичский район, Морохоровский сельсовет, деревня Морохорово",other,
628,282,Вышемирский ФАП,"ул. Луговая, 5, 247565, д. Вышемир, Речицкий р-н, Гомельская обл.",52.0987178,30.3885605,52.100703,30.389755,0.2353404609721993,"Беларусь, Гомельская область, Речицкий район, Вышемирский сельсовет, агрогородок Вышемир, Луговая улица, 5",exact,
629,1502,Редьковский ФАП,"пер. 1-ый Центральный, 1, 211045, д. Редьки, Дубровенский р-н, Витебская обл.",55.2773315,30.0874249,54.688498,30.793475,79.47572294880494,"Беларусь, Витебская область, Дубровенский район, Осинторфский сельсовет, агрогородок Редьки, 1-й Центральный переулок, 1",exact,
630,433,Добринский ФАП,"211278, д. Добрино, Шумилинский р-н, Витебская обл.",55.330228,29.5214286,55.324688,29.519242,0.631357599107981,"Беларусь, Витебская область, Шумилинский район, Ловжанский сельсовет, деревня Добрино",other,
631,181,Валищенский ФАП,"ул. Ленина, 105а, 225756, д. Валище, Пинский р-н, Брестская обл.",52.11532529999999,26.1140559,52.399276,25.946678,33.566292985311286,"Беларусь, Брестская область, Пинский район, агрогородок Валище, улица Ленина, 105А",exact,
632,1157,Некрашевичский ФАП,"231457, д. Некрашевичи, Кореличский р-н, Гродненская обл.",53.5007598,26.2251532,53.499583,26.222084,0.24151979724228032,"Беларусь, Гродненская область, Кореличский район, Турецкий сельсовет, деревня Некрашевичи",other,
633,318,Гнездиловский ФАП,"ул. Школьная, 7, д. Гнездилово, Докшицкий р-н, Витебская обл.",54.8950802,27.7668776,54.819466,27.751546,8.464986908732271,"Беларусь, Витебская область, Докшицкий район, Крипульский сельсовет, деревня Северное Гнездилово, Школьная улица, 7",exact,
634,1982,Цветинский ФАП,"211958, д. Цветино, Миорский р-н, Витебская обл.",55.4854484,28.1870528,55.484648,28.197129,0.6410632642908668,"Беларусь, Витебская область, Миорский район, Заутьевский сельсовет, агрогородок Цветино",other,
635,1074,Микуличский ФАП,"ул. Мира, 9, 223341, д. Микуличи, Березинский р-н, Минская обл.",53.8315975,28.7892248,53.834708,28.78972,0.347394956210429,"Беларусь, Минская область, Березинский район, Поплавский сельсовет, агрогородок Микуличи, улица Мира, 9",exact,
636,1546,Рыбницкий ФАП,"231742, д. Рыбница, Гродненский р-н, Гродненская обл.",53.82024699999999,24.0371192,53.822873,24.039851,0.34265926086751025,"Беларусь, Гродненский район, Поречский сельсовет, деревня Рыбница",other,
637,185,Васильевский ФАП,"ул. Первомайская, 3, 247039, д. Василево, Гомельский р-н, Гомельская обл.",52.8924238,29.9968095,52.249715,30.636818,83.53479071363259,"Беларусь, Гомельский район, Долголесский сельсовет, деревня Василево, Первомайская улица, 3",exact,
638,1327,Пастовичский ФАП,"222912, ул. Школьная, 7, аг. Пастовичи, Стародорожский р-н, Минская обл.",53.0544094,28.4739121,53.052572,28.476145,0.2530104776207065,"Беларусь, Минская область, Стародорожский район, Новодорожский сельсовет, агрогородок Пастовичи, Школьная улица, 7",exact,
639,1651,Смагоринский ФАП,"ул. Трудовая, 4, 247508, д. Смагорин, Речицкий р-н, Гомельская обл.",52.1659805,30.34704799999999,52.166255,30.339844,0.4922894954754175,"Беларусь, Гомельская область, Речицкий район, Ровенскослободский сельсовет, деревня Смагорин, Трудовая улица, 4",exact,
640,1260,Октябрьский ФАП,"ул. Красногвардейская, 17, 225882, д. Октябрь, Кобринский р-н, Брестская обл.",52.2092086,24.3737917,52.255818,24.613587,17.133274816650665,"Беларусь, Брестская область, Кобринский район, Городецкий сельсовет, деревня Октябрь, Красногвардейская улица, 17",exact,
641,1342,Первомайский ФАП,"ул. Первомайская, 33, 225526, д. Первомайск, Столинский р-н, Брестская обл.",51.88428469999999,26.8407312,51.954752,26.731482,10.841298434140484,"Беларусь, Брестская область, Столинский район, Глинковский сельсовет, деревня Первомайск, Первомайская улица, 33",exact,
642,1279,Орешковичский ФАП,"д. Орешковичи, Пуховичский р-н, Минская обл.",53.3983378,28.370728,53.397704,28.370126,0.08099260795335206,"Беларусь, Минская область, Пуховичский район, Блужский сельсовет, деревня Орешковичи",other,
643,142,Браздетченский ФАП,"211082, д. Браздетчино, Оршанский р-н, Витебская обл.",54.4516344,30.6314636,54.449895,30.636387,0.37244960029859264,"Беларусь, Витебская область, Оршанский район, Борздовский сельсовет, деревня Браздетчино",other,
644,1270,Онжадовский ФАП,"ул. Новая, 2, 231114, д. Онжадово, Ошмянский р-н, Гродненская обл.",54.3476203,25.6020928,54.349661,25.599515,0.28178398464144616,"Беларусь, Гродненская область, Ошмянский район, Крейванцевский сельсовет, деревня Онжадово, 2",exact,
645,1991,Челющевичский ФАП,"ул. Школьная, 15А, 247922, аг. Челющевичи, Петриковский р-н, Гомельская обл.",52.35564660000001,28.7535648,52.356505,28.753698,0.09587741802005562,"Беларусь, Гомельская область, Петриковский район, Челющевичский сельсовет, агрогородок Челющевичи, Школьная улица, 15А",exact,
646,2044,Шилинский ФАП,"ул. Сов. Космонавтов, 4, 225220, д. Шилин, Березовский р-н, Брестская обл.",52.4460218,25.0188075,52.447022,25.018772,0.1112431866194427,"Беларусь, Брестская область, Берёзовский район, Здитовский сельсовет, деревня Шилин, улица Советских Космонавтов, 6Б",near,
647,1354,Перковичский ФАП,"ул. Брестская, 5, 225830, д. Перковичи, Дрогичинский р-н, Брестская обл.",52.193019,25.1166774,52.176959,25.035292,5.828764159357708,"Беларусь, Брестская область, Дрогичинский сельсовет, деревня Перковичи, Брестская улица, 5",exact,
648,1593,Семеновичский ФАП,"ул. Школьная, 25, 223411, аг. Семеновичи, Узденский р-н, Минская обл.",53.4384951,27.1340328,53.443788,27.136506,0.6109145073665008,"Беларусь, Минская область, Узденский сельсовет, агрогородок Семёновичи, Школьная улица, 25",exact,
649,603,Зарестянский ФАП,"ул. Лесная, 6, 213151, д. Зарестье, Могилевский р-н, Могилевская обл.",54.0067782,30.7021818,54.004479,30.702943,0.2604538653469919,"Беларусь, Могилёвский район, Сухаревский сельсовет, деревня Зарестье, Лесная улица, 6",exact,
650,1533,Руднетелешовский ФАП,"ул. Садовая, 3, 247029, д. Житовля, Гомельский р-н, Гомельская обл.",52.3971527,31.1297911,52.517739,30.608881,37.75617712958227,"Беларусь, Гомельский район, Тереничский сельсовет, посёлок Житовля, Садовая улица, 3",exact,
651,1158,Неманицкий ФАП,"ул. Советская, 6а, д. Неманица, Борисовский р-н, Минская обл.",54.2779867,28.7586313,54.271437,28.600903,10.266635589138634,"Беларусь, Минская область, Борисовский район, Неманицкий сельсовет, агрогородок Неманица, Советская улица, 6А",exact,
652,251,Волохвянский ФАП,"ул. Центральная, 23/2, 225352, д. Волохва, Барановичский р-н, Брестская обл.",53.1085141,26.0269139,53.070776,25.993858,4.741488131465354,"Беларусь, Брестская область, Барановичский район, Малаховецкий сельсовет, деревня Большая Волохва, Центральная улица, 23/2",exact,
653,1536,Руднянский ФАП,"ул. Совхозная, 19, п. Гребеневский, Житковичский р-н, Гомельская обл.",52.189549,27.9870272,52.189615,27.986537,0.03421241202334761,"Беларусь, Гомельская область, Житковичский район, Рудненский сельсовет, посёлок Гребенёвский, Совхозная улица, 19",exact,
654,1882,ФАП д. Давыдовка,"ул. Центральная, 4а, 247406, д. Давыдовка, Светлогорский р-н, Гомельская обл.",52.6400637,29.7112812,52.537457,29.526249,16.923843020593267,"Беларусь, Гомельская область, Светлогорский район, Давыдовский сельсовет, деревня Давыдовка, Центральная улица, 4А",exact,
655,618,Захарничский ФАП,"211661, д. Захарничи, Полоцкий р-н, Витебская обл.",55.5526497,28.8675141,55.545049,28.855405,1.1377546077933942,"Беларусь, Витебская область, Полотовский сельсовет, агрогородок Захарничи",other,
656,268,Вулька-Городищенский ФАП,"ул. Центральная, 18, 225731, д. Вулька-Городище, Пинский р-н, Брестская обл.",52.1398443,26.1131743,52.125347,26.611701,34.06527010373962,"Беларусь, Брестская область, Пинский район, Парохонский сельсовет, деревня Березцы, Центральная улица, 18",exact,
657,1596,Семерникский ФАП,"ул. Юбилейная, 2, 231126, д. Семерники, Ошмянский р-н, Гродненская обл.",54.23873219999999,26.068233,54.231227,26.071885,0.8676335161727033,"Беларусь, Гродненская область, Ошмянский район, Гольшанский сельсовет, деревня Семерники, Юбилейная улица, 2",exact,
658,1350,Перерубский ФАП,"ул. Центральная, 8, 225811, д. Переруб, Ивановский р-н, Брестская обл.",52.1438779,26.0821672,52.041602,25.611625,34.09813152569953,"Беларусь, Брестская область, Ивановский район, Рудский сельсовет, деревня Переруб, Центральная улица, 8",exact,
659,1919,ФАП д. Ратайчицы,"ул. С. Вирко, 59, 225052, д. Ратайчицы, Каменецкий р-н, Брестская обл.",52.41010869999999,23.8348688,52.344067,23.60884,17.009736561488523,"Беларусь, Брестская область, Каменецкий район, деревня Ратайчицы, улица Сергея Вирко, 59",exact,
660,476,Дубновичский ФАП,"225733, д. Дубновичи, Пинский р-н, Брестская обл.",52.2770509,26.4270226,52.281186,26.427807,0.4628883819769868,"Беларусь, Брестская область, Пинский район, Сошненский сельсовет, деревня Дубновичи",other,
661,75,Березовский ФАП,"213244, д. Березовка, Славгородский р-н, Могилевская обл.",53.6386285,30.9822448,53.63871,30.982786,0.036811417007144236,"Беларусь, Могилёвская область, Славгородский район, Гиженский сельсовет, деревня Берёзовка",other,
662,1297,Осташинский ФАП,"231422, д. Осташино, Новогрудский р-н, Гродненская обл.",53.69190529999999,26.0237065,53.693053,26.023583,0.12787720185955617,"Беларусь, Гродненская область, Новогрудский район, Воробьевичский сельсовет, деревня Осташино",other,
663,691,Калиновский ФАП,"ул. Садовая, 17, 211058, д. Калиновка, Дубровенский р-н, Витебская обл.",54.5692508,30.6926589,54.563113,30.773784,5.274204538860436,"Беларусь, Витебская область, Дубровенский район, Малосавинский сельсовет, агрогородок Еремеевщина, Садовая улица, 17",exact,
664,715,Караваевский ФАП,"д. Караваево, Пуховичский р-н, Минская обл.",53.6363566,27.8593252,53.636051,27.858976,0.04104564197721015,"Беларусь, Минская область, Пуховичский район, Пережирский сельсовет, деревня Караваево",other,
665,493,Дубровский ФАП,"Освейский с/с, 211454, д. Дубровы, Верхнедвинский р-н, Витебская обл.",56.04707639999999,28.1201931,55.995106,28.238092,9.331571344250145,"Беларусь, Витебская область, Верхнедвинский район, Освейский сельсовет, деревня Дубровы",other,
666,856,Кривчанский ФАП,"ул. Советская, 10, 247641, д. Кривча, Брагинский р-н, Гомельская обл.",51.7829881,30.2733832,51.743345,30.428077,11.522560500460916,"Беларусь, Гомельская область, Брагинский район, Маложинский сельсовет, деревня Кривча",other,
667,1385,Подвеликовский ФАП,"231477, д. Подвеликое, Дятловский р-н, Гродненская обл.",53.3015679,25.1599678,53.300358,25.159538,0.13753296462769285,"Беларусь, Гродненская область, Дятловский район, Козловщинский сельсовет, деревня Подвеликое",other,
668,34,Балашевичский ФАП,"Ленина, 1, 213865, д. Балашевичи, Глусский р-н, Могилевская обл.",52.8954651,28.7762228,52.900779,28.792227,1.2253794331884162,"Беларусь, Могилёвская область, Глусский район, Козловичский сельсовет, деревня Балашевичи, улица Ленина, 1",exact,
669,1357,Песковский ФАП,"ул. Садовая, 2б, 231318, д. Песковцы, Лидский р-н, Гродненская обл.",53.9178904,25.2379707,53.896098,25.389552,10.22069267377409,"Беларусь, Гродненская область, Лидский район, деревня Дубровня, Садовая улица, 2Б",exact,
670,1783,Тарасенский ФАП,"ул. Центральная, 34, д. Тарасенки, Витебский р-н, Витебская обл.",55.2946244,30.3090578,55.223242,30.2086,10.174638604084912,"Беларусь, Витебский район, Бабиничский сельсовет, агрогородок Ольгово, Центральная улица, 34",exact,
671,1288,Осиповский ФАП,"231396, д. Осиповцы, Вороновский р-н, Гродненская обл.",53.8710959,24.8132002,53.87093,24.815376,0.14383567670021033,"Беларусь, Гродненская область, Вороновский район, Заболотский сельсовет, деревня Осиповцы",other,
672,745,Клочковский ФАП,"222318, д. Клочково, Молодеченский р-н, Минская обл.",54.2955351,26.5222128,54.297334,26.521672,0.20308372483607948,"Беларусь, Минская область, Молодечненский район, Марковский сельсовет, деревня Клочково",other,
673,2062,Юньковский ФАП,"211875, д. Юнки, Поставский р-н, Витебская обл.",55.1221003,26.9415375,55.122066,26.907462,2.1666791570363015,"Беларусь, Витебская область, Поставский район",other,
674,1273,Оплисский ФАП,"д. 12, 211962, д. Оплисо, Браславский р-н, Витебская обл.",55.6742863,27.2937885,55.557821,26.985894,23.270832607584534,"Беларусь, Витебская область, Браславский район",other,
675,360,Горский ФАП,"211182, д. Горки, Лепельский р-н, Витебская обл.",54.8769982,28.8664629,54.851521,28.706527,10.619827673225686,"Беларусь, Витебская область, Лепельский район",other,
676,1520,Родниковский ФАП,"ул. Центральная, 7, 231901, д. Родники, Волковысский р-н, Гродненская обл.",53.1258222,24.1956415,53.12898,24.194936,0.3542724504082917,"Беларусь, Гродненская область, Волковысский район, Гнезновский сельсовет, деревня Родники, Центральная улица, 7",exact,
677,541,Заболотский ФАП,"ул. Школьная, 3, 225337, д. Заболотье, Барановичский р-н, Брестская обл.",53.0775018,25.8408684,53.184127,25.840102,11.856291545712224,"Беларусь, Брестская область, Барановичский район, Новомышский сельсовет, деревня Заболотье, Школьная улица, 3",exact,
678,1887,ФАП д. Засинцы,"247825, д. Засинцы, Ельский р-н, Гомельская обл.",51.5501019,28.7363109,51.550238,28.741103,0.3316915502656402,"Беларусь, Гомельская область, Ельский район, Скороднянский сельсовет, агрогородок Засинцы",other,
679,1827,Турсковской ФАП,"ул. 60 лет Октября, 34, 225548, д. Турское, Столинский р-н, Брестская обл.",52.1173709,26.0662736,52.034993,27.295543,84.50742618609755,"Беларусь, Брестская область, Столинский район, Велемичский сельсовет, деревня Турское",other,
680,1220,Новосельский ФАП,"211211, д. Новое Село, Лиозненский р-н, Витебская обл.",55.0267036,30.5790668,55.019609,30.690744,7.162103288964549,"Беларусь, Витебская область, Лиозненский район",other,
681,287,Габриелевский ФАП,"д. Габриелевка, Пуховичский р-н, Минская обл.",53.4182713,27.6290015,53.416588,27.627902,0.20085668986131758,"Беларусь, Минская область, Пуховичский район, Шацкий сельсовет, деревня Габриелевка",other,
682,1232,Обольский ФАП,"д. Оболь, Сенненский р-н, Витебская обл.",54.83627869999999,30.1278982,54.939682,30.081363,11.876876977363517,"Беларусь, Витебская область, Сенненский район, Мошканский сельсовет, деревня Оболь",other,
683,27,Б. Осовский ФАП,"д. Большое Осово, Крупский р-н, Минская обл.",54.342315,28.8719014,54.46186,28.786298,14.40132998572282,"Беларусь, Минская область, Крупский район, Хотюховский сельсовет, деревня Великое Осово",other,
684,127,Борский ФАП,"д. Бор, Пуховичский р-н, Минская обл.",53.5206695,28.0035154,53.528887,27.884793,7.900875678018077,"Беларусь, Минская область, Пуховичский район, Руденский сельсовет, деревня Бор",other,
685,921,Лесецкий ФАП,"ул. Минская. 32, 247743, д. Лесец, Калинковичский р-н, Гомельская обл.",52.4914857,29.2940431,52.491942,29.291456,0.1823576046107717,"Беларусь, Гомельская область, Калинковичский район, Озаричский сельсовет, деревня Лесец",other,
686,990,Лыщенский ФАП,"ул. Чекана, 32, 225741, д. Лыще, Пинский р-н, Брестская обл.",52.3690073,26.1451076,52.365436,26.144227,0.4015860977544804,"Беларусь, Брестская область, Пинский район, деревня Лыще, улица Чекана, 32",exact,
687,1912,ФАП д. Новая Рудня,"247822, д. Новая Рудня, Ельский р-н, Гомельская обл.",51.66561,29.0990692,51.667367,29.100313,0.2133722310626933,"Беларусь, Гомельская область, Ельский район, Добрынский сельсовет, деревня Новая Рудня",other,
688,1886,ФАП д. Дуброва,"247833, д. Дуброво, Ельский р-н, Гомельская обл.",51.7078301,28.6817011,51.706988,28.892281,14.510304940571624,"Беларусь, Гомельская область, Ельский район",other,
689,1025,Маковский ФАП,"ул. Советская, 27, 247022, д. Маковье, Гомельский р-н, Гомельская обл.",52.1557913,31.2561922,52.155443,31.256332,0.03988619120331364,"Беларусь, Гомельский район, Черетянский сельсовет, деревня Маковье, Советская улица, 27",exact,
690,359,Гороховский ФАП,"213835, д. Гороховка, Бобруйский р-н, Могилевская обл.",53.0258554,28.9335714,53.028218,28.935391,0.28952432812937356,"Беларусь, Могилёвская область, Бобруйский район, Горбацевичский сельсовет, деревня Гороховка",other,
691,93,Бобыничский ФАП,"Бобыничский с/с, ул. Школьная, 10, 211431, д. Бобыничи, Полоцкий р-н, Витебская обл.",55.501981,28.7266841,55.454841,28.768206,5.858500352817017,"Беларусь, Витебская область, Полоцкий район, Экиманский сельсовет, деревня Бельчица, Школьная улица, 10",exact,
692,1252,Озерковский ФАП,"ул. Озерная, 45а, д. Озерки, Мостовский р-н, Гродненская обл.",53.3079804,24.9490564,53.31779,24.929246,1.709331042467161,"Беларусь, Гродненская область, Мостовский район, Куриловичский сельсовет, деревня Малые Озёрки, 45",number,
693,1113,Моринский ФАП,"ул. Центральная, 150Б, 231331, д. Морино, Ивьевский р-н, Гродненская обл.",53.8645548,25.6746309,53.871106,25.690155,1.251671601420475,"Беларусь, Гродненская область, Ивьевский сельсовет, агрогородок Морино, Центральная улица, 150",number,
694,235,Возгелянский ФАП,"д. Возгеляны, Браславский р-н, Витебская обл.",55.59752409999999,26.9522742,55.557821,26.985894,4.894499227400781,"Беларусь, Витебская область, Браславский район",other,
695,1185,Новинковский ФАП,"д. Новинка, Толочинский р-н, Витебская обл.",54.3885459,29.51795589999999,54.38697,29.516835,0.18966716990826443,"Беларусь, Витебская область, Толочинский сельсовет, деревня Новинка",other,
696,625,Збуражский ФАП,"ул. Пионерская, 3, 225910, д. Збураж, Малоритский р-н, Брестская обл.",51.76439860000001,23.9521334,51.768255,23.972514,1.466585617427604,"Беларусь, Брестская область, Малоритский район, Олтушский сельсовет, деревня Збураж",other,
697,709,Каменский ФАП,"ул. Школьная, 6, 247171, д. Кучин, Кормянский р-н, Гомельская обл.",53.1875373,30.6849694,53.190278,30.683665,0.3169013648026628,"Беларусь, Гомельская область, Кормянский район, Барсуковский сельсовет, деревня Кучин",other,
698,1655,Смольговский ФАП,"ул. Садовая, 22, 223839, д. Смольгово, Любанский р-н, Минская обл.",52.7926844,27.9880569,52.840242,27.808428,13.179061951284348,"Беларусь, Минская область, Любанский район, Юшковичский сельсовет, деревня Смольгово, Садовая улица, 22",exact,
699,667,Иловский ФАП,"ул. Парковая, 2, 225887, д. Шеметовка, Кобринский р-н, Брестская обл.",52.1971725,24.3452076,52.327096,24.653634,25.48158794751504,"Беларусь, Брестская область, Кобринский район, Остромичский сельсовет, деревня Шеметовка, Парковая улица, 2",exact,
700,1526,Ротаньский ФАП,"ул. Интернациональная, 7, д. Ротань, Крупский р-н, Минская обл.",54.3150414,29.1382998,54.413276,29.125052,10.95685552290725,"Беларусь, Минская область, Крупский сельсовет, агрогородок Ротань, Интернациональная улица, 7",exact,
701,1100,Могилицкий ФАП,"д. Могилица, Ивацевичский р-н, Брестская обл.",52.7818199,25.5574821,52.67387,25.549614,12.015169058914202,"Беларусь, Брестская область, Ивацевичский район",other,
702,1522,Романовичский ФАП,"пер. Советский, 11, 247006, д. Романовичи, Гомельский р-н, Гомельская обл.",52.427343,31.1209488,52.427159,31.120444,0.03987599906341326,"Беларусь, Гомельский район, Улуковский сельсовет, деревня Романовичи, Советский переулок, 11",exact,
703,1007,Ляховский ФАП,"ул. Солнечная, 16, 223818, д. Ляховка, Любанский р-н, Минская обл.",54.5860979,26.8704975,52.688196,27.906497,221.8078597294111,"Беларусь, Минская область, Любанский район, Реченский сельсовет, деревня Ляховка",other,
704,412,Делятичский ФАП,"ул. Новогрудская, 4, 231423, д. Делятичи, Новогрудский р-н, Гродненская обл.",53.7127858,25.5058568,53.782837,25.983886,32.38305880140531,"Беларусь, Гродненская область, Новогрудский район, Любчанский сельсовет, деревня Делятичи, Новогрудская улица, 2А",near,
705,1552,Савичский ФАП,"ул. Центральнакя, 12, 247626, д. Грушная, Брагинский р-н, Гомельская обл.",51.6166876,30.3775826,51.775165,30.365967,17.640058827847056,"Беларусь, Гомельская область, Брагинский район, Малейковский сельсовет, деревня Заречье, Центральная улица, 12",exact,
706,267,Вульк-Орейский ФАП,"ул. Брестская, 7, 225536, д. Вулька-Орея, Столинский р-н, Брестская обл.",51.9955567,26.813035,51.995306,26.805791,0.49674630661420704,"Беларусь, Брестская область, Столинский район, Видиборский сельсовет, деревня Вулька-Орея, Брестская улица, 7",exact,
707,642,Зорьковский ФАП,"211925, д. Зорька, Шарковщинский р-н, Витебская обл.",55.463216,27.8901026,55.463702,27.888189,0.13218461579203625,"Беларусь, Витебская область, Шарковщинский район, Германовичский сельсовет, деревня Зорька",other,
708,645,Зуборевичский ФАП,"213885, д. Зубаревичи, Глусский р-н, Могилевская обл.",52.79431169999999,28.8656643,52.791498,28.864981,0.31622464065093625,"Беларусь, Могилёвская область, Глусский район, Козловичский сельсовет, деревня Зубаревичи",other,
709,1101,Мозолевский ФАП,"ул. Ветка, 1б,, 223726, д. Мозоли, Солигорский р-н, Минская обл.",52.888367,27.2720873,52.887214,27.266249,0.4121543742622447,"Беларусь, Минская область, Солигорский район, Октябрьский сельсовет, деревня Мозоли",other,
710,884,Куповецкий ФАП,"ул. Речная, 16а, 225674, д. Куповцы, Лунинецкий р-н, Брестская обл.",52.3596902,26.9938588,52.318251,26.862448,10.046860798993407,"Беларусь, Брестская область, Лунинецкий район, Дятловичский сельсовет, деревня Куповцы, Речная улица, 16А",exact,
711,510,Ельнянский ФАП,"211981, д. Ельно, Браславский р-н, Витебская обл.",55.6452097,26.9532557,55.64601,26.951722,0.13107517252361658,"Беларусь, Витебская область, Браславский район, Межанский сельсовет, деревня Ельно",other,
712,517,Жаховичский ФАП,"ул. Советская, 52, 247762, д. Жаховичи, Мозырский р-н, Гомельская обл.",52.05731240000001,29.242057,52.110543,28.951318,20.72919131586336,"Беларусь, Гомельская область, Мозырский район, Скрыгаловский сельсовет, деревня Жаховичи",other,
713,1219,Новосельский ФАП,"д. Мешково, Толочинский р-н, Витебская обл.",54.4796785,29.6267928,54.478535,29.626339,0.13048750154600772,"Беларусь, Витебская область, Толочинский район, Волосовский сельсовет, деревня Мешково",other,
714,1186,Новинковский ФАП,"ул. Советская, 2, 223645, д. Новинки, Слуцкий р-н, Минская обл.",53.0353927,27.5646656,53.190035,27.716081,19.9453048505268,"Беларусь, Минская область, Слуцкий район, Первомайский сельсовет, деревня Новинки, Советская улица, 2",exact,
715,449,Домановичский ФАП,"ул. Центральная, 1, 223737, д. Домановичи, Солигорский р-н, Минская обл.",52.8057036,27.538716,52.517569,27.774893,35.780025809484606,"Беларусь, Минская область, Солигорский район, Домановичский сельсовет, деревня Домановичи, Центральная улица, 1",exact,
716,970,Лукашевский ФАП,"211875, д. Лукашево, Поставский р-н, Витебская обл.",55.04518849999999,27.0437746,55.122066,26.907462,12.1796129178575,"Беларусь, Витебская область, Поставский район",other,
717,457,Доросинский ФАП,"ул. Революционная, 6, 223832, д. Дарасино, Любанский р-н, Минская обл.",52.8959896,27.7768304,52.897009,27.785521,0.5938755403942614,"Беларусь, Минская область, Любанский район, Уречский сельсовет, деревня Доросино, Революционная улица, 8",near,
718,837,Краснобережский ФАП,"213371, д. Красный Берег, Быховский р-н, Могилевская обл.",53.7288398,31.4478649,53.331123,30.191613,94.07238869075513,"Беларусь, Могилёвская область, Быховский район, Новобыховский сельсовет, деревня Красный Берег",other,
719,1041,Малодолецкий ФАП,"211485, Великодолецкий с/с, д. Малые Дольцы, Ушачский р-н, Витебская обл.",55.064394,28.4385578,54.985674,28.385865,9.375485371399183,"Беларусь, Витебская область, Ушачский район, Великодолецкий сельсовет, деревня Малые Дольцы",other,
720,1539,Руднянский ФАП,"211435, д. Рудня, Полоцкий р-н, Витебская обл.",55.4490576,28.5804433,55.618578,28.749853,21.655510380194045,"Беларусь, Витебская область, Полоцкий район, Азинский сельсовет, деревня Рудня",other,
721,96,Богинский ФАП,"211995, д. Богино, Браславский р-н, Витебская обл.",55.4213482,26.7997273,55.419468,26.80085,0.22074816697012756,"Беларусь, Витебская область, Браславский район, Далёковский сельсовет, агрогородок Богино",other,
722,1973,Хоромский ФАП,"ул. Советская, 97, д. Хоромск, Столинский р-н, Брестская обл.",51.7849523,24.0638172,52.022819,27.10846,210.5306788129965,"Беларусь, Брестская область, Столинский район, деревня Хоромск, Советская улица, 97",exact,
723,436,Добровский ФАП,"ул. Пионерская, 4, 213415, д. Добрая, Горецкий р-н, Могилевская обл.",54.283544,30.9716667,54.307016,30.934412,3.5576392295800034,"Беларусь, Могилёвская область, Горецкий район, агрогородок Ректа, Пионерская улица, 4",exact,
724,1605,Серяжский ФАП,"ул. Полевая, 16, д. Серяги, Слуцкий р-н, Минская обл.",53.065297,27.4916493,53.067303,27.478997,0.8743080439289169,"Беларусь, Минская область, Слуцкий район, Серяжский сельсовет, деревня Серяги, Полевая улица, 8",near,
725,149,Бродовский ФАП,"ул. Мира, 92, 225173, д. Броды, Пружанский р-н, Брестская обл.",52.477607,24.1392123,52.47934,24.130518,0.6195461033005742,"Беларусь, Брестская область, Пружанский район, Щерчовский сельсовет, деревня Броды, улица Мира, 92",exact,
726,1692,Стайковский ФАП,"д. Стайки, Ивацевичский р-н, Брестская обл.",52.70414580000001,25.2824279,52.706042,25.287737,0.4152185245328038,"Беларусь, Брестская область, Ивацевичский район, деревня Стайки",other,
727,635,Зимовищский ФАП,"ул. Советская. 2 а, 247769, д. Большие Зимовищи, Мозырский р-н, Гомельская обл.",52.06138740000001,29.2353132,52.018574,29.056906,13.098325327702462,"Беларусь, Гомельская область, Мозырский район, Слободской сельсовет, агрогородок Большие Зимовищи, Советская улица, 2А",exact,
728,474,Дубницкий ФАП,"ул. Меньшикова, 2, 247850, д. Дубницкое, Лельчицкий р-н, Гомельская обл.",51.8159909,28.2193403,51.814346,28.222883,0.30456504667377404,"Беларусь, Гомельская область, Лельчицкий район, Дубровский сельсовет, деревня Дубницкое",other,
729,1391,Подлесье-Радванический ФАП,"ул. Московская, 5, 225005, д. Подлесье-Радваничское, Брестский р-н, Брестская обл.",52.1028503,23.7599851,52.080727,23.917564,11.042957137245056,"Беларусь, Брестский район, Мухавецкий сельсовет, деревня Подлесье-Радваничское, Московская улица, 5",exact,
730,1148,Начский ФАП,"231392, д. Нача, Вороновский р-н, Гродненская обл.",54.0740275,24.8385997,54.074627,24.839127,0.07501493898599222,"Беларусь, Гродненская область, Вороновский район, Дотишский сельсовет, деревня Нача",other,
731,1120,Мосарский ФАП,"Уделовский с/с, 211807, д. Мосар, Глубокский р-н, Витебская обл.",55.232656,27.4759301,55.228716,27.46811,0.6616949203592329,"Беларусь, Витебская область, Глубокский район, Уделовский сельсовет, деревня Мосар",other,
